order_id,delivery_partner_id,promised_time,actual_time,promised_date,actual_date,delivery_time_mins,distance_km,delivery_status,delay_reason
2425099132,44245,01:30:08,01:34:08,2023-08-15,2023-08-15,4,1.07,On Time,Traffic
6706793332,76503,22:04:33,22:16:33,2024-10-09,2024-10-09,12,2.99,Slightly Delayed,Traffic
2149289255,25251,15:20:29,15:39:29,2024-11-01,2024-11-01,19,2.56,Significantly Delayed,Traffic
1971008155,30330,22:43:41,22:39:41,2023-10-23,2023-10-23,-4,0.86,On Time,
2087093460,27478,11:42:57,11:41:57,2024-07-11,2024-07-11,-1,0.77,On Time,
2116712588,34078,20:48:38,20:51:38,2023-11-11,2023-11-11,3,4.26,On Time,Traffic
6054358790,52564,10:31:06,10:26:06,2024-01-26,2024-01-26,-5,3.96,On Time,
532660797,97547,06:37:18,06:51:18,2024-05-20,2024-05-20,14,4.9,Slightly Delayed,Traffic
1491991005,85285,09:01:03,09:01:03,2024-03-04,2024-03-04,0,0.89,On Time,
4136019599,34667,18:52:14,18:55:14,2024-03-23,2024-03-23,3,4.58,On Time,Traffic
2122832513,39396,19:58:14,20:18:14,2024-02-17,2024-02-17,20,3.97,Significantly Delayed,Traffic
3717703595,8041,21:52:02,21:51:02,2023-04-24,2023-04-24,-1,2.48,On Time,
3194733693,16623,10:30:13,10:37:13,2023-07-05,2023-07-05,7,1.74,Slightly Delayed,Traffic
4471162437,54708,12:52:50,12:52:50,2024-02-06,2024-02-06,0,3.78,On Time,
1609331948,58721,14:19:21,14:19:21,2024-01-04,2024-01-04,0,1.56,On Time,
6920030794,38745,02:51:36,02:49:36,2024-06-24,2024-06-24,-2,3.47,On Time,
5127172657,80034,18:30:31,18:50:31,2024-06-11,2024-06-11,20,4.41,Significantly Delayed,Traffic
8607115856,85718,04:52:34,04:49:34,2023-10-09,2023-10-09,-3,2.33,On Time,
7154957395,63099,10:21:33,10:21:33,2023-04-09,2023-04-09,0,2.28,On Time,
2070762702,64950,10:37:55,10:52:55,2023-10-04,2023-10-04,15,3.61,Slightly Delayed,Traffic
3697242439,67408,12:47:13,12:46:13,2024-10-15,2024-10-15,-1,4.71,On Time,
3063427913,24100,02:34:46,02:37:46,2023-09-21,2023-09-21,3,4.76,On Time,Traffic
2060061337,50748,23:10:08,23:22:08,2023-04-15,2023-04-15,12,3.08,Slightly Delayed,Traffic
4625892678,40337,19:35:45,19:39:45,2023-06-18,2023-06-18,4,2.74,On Time,Traffic
6045698170,16848,17:14:49,17:19:49,2024-01-24,2024-01-24,5,3.86,On Time,Traffic
7876289647,28786,08:06:29,08:18:29,2024-08-07,2024-08-07,12,2.54,Slightly Delayed,Traffic
3434084714,58201,03:06:20,03:04:20,2024-02-02,2024-02-02,-2,3.51,On Time,
9031695663,43200,01:35:06,01:41:06,2024-01-17,2024-01-17,6,3.71,Slightly Delayed,Traffic
1955989715,8135,07:06:23,07:08:23,2023-12-27,2023-12-27,2,4.81,On Time,Traffic
3459500455,20504,00:52:55,00:54:55,2023-12-18,2023-12-18,2,2.66,On Time,Traffic
5953376503,34929,04:08:54,04:24:54,2024-05-25,2024-05-25,16,0.56,Significantly Delayed,Traffic
121874867,69733,01:10:55,01:05:55,2023-03-28,2023-03-28,-5,3.08,On Time,
2460545397,50527,11:38:03,11:49:03,2024-10-27,2024-10-27,11,2.53,Slightly Delayed,Traffic
9690050839,76868,02:44:24,02:49:24,2024-01-13,2024-01-13,5,3.82,On Time,Traffic
2574349065,406,14:43:32,14:44:32,2024-04-17,2024-04-17,1,1.72,On Time,Traffic
2461936988,77590,23:29:57,23:48:57,2023-07-20,2023-07-20,19,4.4,Significantly Delayed,Traffic
6447596416,45656,18:30:29,18:26:29,2023-10-08,2023-10-08,-4,4.27,On Time,
7228452275,96211,01:25:33,01:25:33,2023-05-13,2023-05-13,0,4.62,On Time,
6696750742,89976,17:54:16,17:54:16,2023-04-02,2023-04-02,0,4.39,On Time,
822235931,1773,07:27:16,07:42:16,2023-08-09,2023-08-09,15,1.42,Slightly Delayed,Traffic
7678251499,60822,13:37:40,13:42:40,2023-04-23,2023-04-23,5,1.85,On Time,Traffic
2497341976,42711,09:19:49,09:20:49,2023-09-21,2023-09-21,1,1.33,On Time,Traffic
9107314128,21125,16:37:17,16:36:17,2024-05-20,2024-05-20,-1,2.2,On Time,
9855726256,59743,08:05:53,08:03:53,2023-05-17,2023-05-17,-2,0.96,On Time,
9398719862,4852,09:40:31,09:44:31,2024-07-19,2024-07-19,4,0.85,On Time,Traffic
379494532,99227,13:42:33,13:44:33,2024-07-07,2024-07-07,2,3.39,On Time,Traffic
1048784963,35552,13:35:38,13:30:38,2023-09-07,2023-09-07,-5,2.18,On Time,
4386246924,56384,10:26:15,10:52:15,2024-08-27,2024-08-27,26,3.44,Significantly Delayed,Traffic
2050362692,16076,11:36:04,11:39:04,2024-10-30,2024-10-30,3,3.48,On Time,Traffic
4142963293,74308,04:04:46,04:07:46,2024-11-03,2024-11-03,3,1.26,On Time,Traffic
9753528654,63454,07:35:16,07:33:16,2024-07-26,2024-07-26,-2,1.84,On Time,
8126970833,83636,20:41:40,21:07:40,2024-09-14,2024-09-14,26,1.13,Significantly Delayed,Traffic
9747814712,33342,15:52:05,15:55:05,2023-12-16,2023-12-16,3,1.23,On Time,Traffic
6281619403,12086,19:15:42,19:10:42,2023-04-09,2023-04-09,-5,4.51,On Time,
436184281,59936,12:55:18,13:22:18,2023-11-20,2023-11-20,27,0.74,Significantly Delayed,Traffic
9799231260,58378,09:17:56,09:21:56,2024-03-07,2024-03-07,4,0.9,On Time,Traffic
4071811527,27993,15:51:48,16:00:48,2023-07-26,2023-07-26,9,2.39,Slightly Delayed,Traffic
5645359563,45180,23:45:23,23:40:23,2024-08-08,2024-08-08,-5,4.78,On Time,
9411813703,32773,23:11:09,23:16:09,2023-09-25,2023-09-25,5,0.65,On Time,Traffic
4270217473,4904,09:02:55,09:02:55,2024-02-01,2024-02-01,0,1.23,On Time,
279851011,73623,09:58:14,09:57:14,2023-04-11,2023-04-11,-1,4.34,On Time,
6260524887,22883,07:00:44,06:56:44,2024-06-01,2024-06-01,-4,3.76,On Time,
5853998391,23606,02:58:14,02:55:14,2023-09-08,2023-09-08,-3,4.67,On Time,
9931976872,97297,05:32:20,05:28:20,2024-06-24,2024-06-24,-4,3.03,On Time,
8432209832,18907,03:42:23,03:54:23,2024-03-20,2024-03-20,12,4.17,Slightly Delayed,Traffic
6023721507,72197,00:36:29,00:35:29,2024-04-07,2024-04-07,-1,2.05,On Time,
3042338919,70995,15:05:39,15:02:39,2023-05-17,2023-05-17,-3,1.33,On Time,
233646065,56968,22:43:29,22:48:29,2023-09-19,2023-09-19,5,4.89,On Time,Traffic
9870610018,44706,05:36:21,05:35:21,2024-02-08,2024-02-08,-1,0.86,On Time,
1398230967,92744,10:13:26,10:09:26,2024-04-22,2024-04-22,-4,4.81,On Time,
8615488922,1328,00:21:14,00:42:14,2023-11-04,2023-11-04,21,3.94,Significantly Delayed,Traffic
2748841057,11008,05:19:21,05:43:21,2023-12-30,2023-12-30,24,0.84,Significantly Delayed,Traffic
1375867721,21511,17:08:54,17:05:54,2024-07-15,2024-07-15,-3,4.45,On Time,
8595141097,19332,10:36:16,10:39:16,2024-03-31,2024-03-31,3,4.33,On Time,Traffic
4673382071,97477,13:40:12,13:49:12,2024-01-16,2024-01-16,9,4.9,Slightly Delayed,Traffic
2948696008,89164,10:22:48,10:19:48,2024-04-10,2024-04-10,-3,2.28,On Time,
6839692624,44627,02:10:50,02:35:50,2023-11-19,2023-11-19,25,1.17,Significantly Delayed,Traffic
5770951298,4946,18:23:57,18:21:57,2023-10-02,2023-10-02,-2,0.95,On Time,
5084771819,66403,22:05:24,22:18:24,2024-08-29,2024-08-29,13,1.37,Slightly Delayed,Traffic
422403644,23782,23:46:14,23:54:14,2023-05-27,2023-05-27,8,0.56,Slightly Delayed,Traffic
7176758896,75492,13:00:53,13:01:53,2023-07-13,2023-07-13,1,2.94,On Time,Traffic
8252905093,40596,23:29:31,23:30:31,2024-04-21,2024-04-21,1,3.25,On Time,Traffic
1488561572,31495,08:32:40,08:31:40,2024-08-27,2024-08-27,-1,2.51,On Time,
6212984517,15665,22:05:29,22:03:29,2024-03-16,2024-03-16,-2,1.27,On Time,
6309784337,23009,17:53:10,17:53:10,2024-05-06,2024-05-06,0,4.05,On Time,
4613890018,82638,13:00:17,13:00:17,2023-10-24,2023-10-24,0,3.82,On Time,
3429728472,77476,08:48:30,08:57:30,2023-03-31,2023-03-31,9,1.25,Slightly Delayed,Traffic
267738904,73022,23:24:36,23:38:36,2023-10-24,2023-10-24,14,4.28,Slightly Delayed,Traffic
3850416839,32659,02:23:28,02:36:28,2024-07-01,2024-07-01,13,1.32,Slightly Delayed,Traffic
3412702479,35140,07:46:20,07:51:20,2023-12-24,2023-12-24,5,1.11,On Time,Traffic
2016183232,38755,04:35:07,04:46:07,2023-07-19,2023-07-19,11,1.63,Slightly Delayed,Traffic
3810280204,70290,18:06:28,18:10:28,2023-10-26,2023-10-26,4,0.75,On Time,Traffic
2416767295,28144,03:50:54,03:59:54,2024-07-05,2024-07-05,9,1.13,Slightly Delayed,Traffic
2283439407,58922,02:28:09,02:32:09,2023-07-14,2023-07-14,4,0.57,On Time,Traffic
4328802292,66985,19:57:21,20:15:21,2023-06-14,2023-06-14,18,3.65,Significantly Delayed,Traffic
7072715691,82046,19:28:20,19:29:20,2023-12-25,2023-12-25,1,3.65,On Time,Traffic
5640741373,20090,06:57:20,06:57:20,2024-05-10,2024-05-10,0,4.34,On Time,
6931094066,66225,22:18:17,22:14:17,2023-11-15,2023-11-15,-4,3.82,On Time,
3417088709,63738,17:37:44,17:58:44,2024-05-30,2024-05-30,21,1.29,Significantly Delayed,Traffic
4424404315,8506,07:36:04,07:40:04,2023-07-16,2023-07-16,4,2.43,On Time,Traffic
2444087306,75692,08:35:29,08:37:29,2023-07-28,2023-07-28,2,4.67,On Time,Traffic
486085268,90390,19:51:16,19:56:16,2023-12-11,2023-12-11,5,0.53,On Time,Traffic
1731312620,75316,20:42:00,20:41:00,2023-05-08,2023-05-08,-1,2.13,On Time,
6475582506,52304,05:01:27,05:05:27,2023-09-23,2023-09-23,4,2.09,On Time,Traffic
1868581378,38861,18:43:14,18:47:14,2024-03-29,2024-03-29,4,3.94,On Time,Traffic
8884235937,81977,12:01:55,12:09:55,2024-08-09,2024-08-09,8,4.57,Slightly Delayed,Traffic
4590662628,18200,12:02:31,12:17:31,2024-01-10,2024-01-10,15,2.1,Slightly Delayed,Traffic
992302540,12863,21:51:11,21:54:11,2023-11-26,2023-11-26,3,3.48,On Time,Traffic
7169974633,69861,16:22:22,16:21:22,2024-10-16,2024-10-16,-1,2.57,On Time,
6703651257,4285,01:43:31,01:46:31,2024-01-17,2024-01-17,3,2.43,On Time,Traffic
7180810221,59848,16:58:46,17:07:46,2023-09-10,2023-09-10,9,0.51,Slightly Delayed,Traffic
7875587578,40025,08:59:10,09:09:10,2024-07-15,2024-07-15,10,3.53,Slightly Delayed,Traffic
2578671497,64618,00:16:47,00:21:47,2024-01-25,2024-01-25,5,0.79,On Time,Traffic
6284350691,9053,01:13:52,01:13:52,2024-06-20,2024-06-20,0,4.5,On Time,
5383261788,94840,21:34:10,21:30:10,2023-10-18,2023-10-18,-4,2.11,On Time,
6590867973,23582,08:55:18,08:54:18,2023-11-20,2023-11-20,-1,0.73,On Time,
8787105023,54795,23:09:29,23:12:29,2024-05-07,2024-05-07,3,3.68,On Time,Traffic
1402916311,57649,13:05:28,13:09:28,2024-04-23,2024-04-23,4,2.72,On Time,Traffic
9715205272,21783,22:09:22,22:11:22,2024-10-21,2024-10-21,2,4.93,On Time,Traffic
3946852375,92389,12:45:55,12:45:55,2024-07-04,2024-07-04,0,4.04,On Time,
3367039425,72408,03:58:29,04:00:29,2024-03-10,2024-03-10,2,1.38,On Time,Traffic
687711388,44884,10:28:42,10:40:42,2024-02-02,2024-02-02,12,1.67,Slightly Delayed,Traffic
647012431,94183,13:27:54,13:45:54,2024-06-16,2024-06-16,18,0.92,Significantly Delayed,Traffic
7143278295,89680,15:39:08,15:35:08,2024-02-13,2024-02-13,-4,1.65,On Time,
9736844695,87624,20:18:46,20:13:46,2024-04-09,2024-04-09,-5,1.4,On Time,
5933289680,1722,04:49:24,05:09:24,2023-12-07,2023-12-07,20,2.24,Significantly Delayed,Traffic
9494303116,12071,11:04:40,11:09:40,2024-07-21,2024-07-21,5,3.87,On Time,Traffic
9337878102,15234,04:09:12,04:05:12,2023-05-16,2023-05-16,-4,0.63,On Time,
6872621077,42244,18:29:29,18:24:29,2023-09-14,2023-09-14,-5,3.42,On Time,
7330237253,18688,12:38:17,12:37:17,2023-12-07,2023-12-07,-1,3.63,On Time,
7942616242,76694,08:27:45,08:52:45,2023-09-30,2023-09-30,25,4.96,Significantly Delayed,Traffic
238520071,91088,05:44:38,05:47:38,2024-02-20,2024-02-20,3,1.92,On Time,Traffic
5812379362,68969,11:05:03,11:01:03,2023-08-05,2023-08-05,-4,4.52,On Time,
2616623847,43649,19:22:25,19:37:25,2024-01-19,2024-01-19,15,4.33,Slightly Delayed,Traffic
2040854480,11814,00:22:16,00:47:16,2023-12-10,2023-12-10,25,2.48,Significantly Delayed,Traffic
5456484560,32681,02:10:49,02:35:49,2024-09-26,2024-09-26,25,3.76,Significantly Delayed,Traffic
883309006,23074,08:22:20,08:30:20,2024-04-09,2024-04-09,8,3.46,Slightly Delayed,Traffic
6528341992,50910,03:43:43,03:54:43,2024-01-29,2024-01-29,11,2.7,Slightly Delayed,Traffic
3263203775,38308,15:37:48,15:36:48,2024-09-28,2024-09-28,-1,3.36,On Time,
3660010934,17404,15:44:03,15:49:03,2024-01-31,2024-01-31,5,2.74,On Time,Traffic
7944885043,16741,08:31:38,08:29:38,2024-05-26,2024-05-26,-2,2.23,On Time,
2506369831,62473,13:22:30,13:35:30,2023-06-16,2023-06-16,13,4.07,Slightly Delayed,Traffic
697061213,80729,09:52:55,09:55:55,2023-03-25,2023-03-25,3,1.48,On Time,Traffic
7079057004,16501,09:10:45,09:32:45,2023-09-30,2023-09-30,22,3.58,Significantly Delayed,Traffic
1556153632,45137,08:54:19,09:03:19,2024-05-04,2024-05-04,9,0.75,Slightly Delayed,Traffic
2161235338,96206,15:12:38,15:21:38,2024-04-12,2024-04-12,9,4.68,Slightly Delayed,Traffic
1247978468,30662,02:13:39,02:12:39,2024-07-19,2024-07-19,-1,1.56,On Time,
5437627061,39894,02:15:33,02:16:33,2024-08-22,2024-08-22,1,4.76,On Time,Traffic
9091960039,51540,10:04:55,10:04:55,2024-02-11,2024-02-11,0,2.76,On Time,
619198317,83654,17:16:35,17:11:35,2023-11-20,2023-11-20,-5,4.77,On Time,
9833179291,97223,18:52:00,18:48:00,2023-05-04,2023-05-04,-4,0.59,On Time,
4148760273,55805,01:55:57,01:58:57,2024-05-22,2024-05-22,3,4.35,On Time,Traffic
7206041763,1128,19:35:37,19:37:37,2023-05-30,2023-05-30,2,2.69,On Time,Traffic
690097648,92460,20:30:22,20:40:22,2023-12-27,2023-12-27,10,1.87,Slightly Delayed,Traffic
4197061567,48139,03:31:32,03:33:32,2024-02-04,2024-02-04,2,0.66,On Time,Traffic
2009394836,71878,22:25:10,22:23:10,2023-10-24,2023-10-24,-2,3.18,On Time,
277502363,18055,14:04:57,14:09:57,2023-12-28,2023-12-28,5,4.14,On Time,Traffic
4356959622,94308,07:56:08,07:51:08,2024-01-16,2024-01-16,-5,3.45,On Time,
174306009,35598,00:35:44,01:02:44,2024-08-09,2024-08-09,27,1.41,Significantly Delayed,Traffic
9582674091,16055,11:39:21,12:01:21,2024-08-16,2024-08-16,22,3.55,Significantly Delayed,Traffic
8675579025,13158,12:15:17,12:17:17,2024-07-06,2024-07-06,2,3.41,On Time,Traffic
5195999941,12987,19:07:00,19:21:00,2024-07-19,2024-07-19,14,2.34,Slightly Delayed,Traffic
5210007923,94672,05:24:34,05:25:34,2024-10-01,2024-10-01,1,2.16,On Time,Traffic
6595771960,72175,03:36:22,03:40:22,2023-04-05,2023-04-05,4,1.75,On Time,Traffic
4247338382,85815,02:11:24,02:40:24,2023-12-05,2023-12-05,29,4.26,Significantly Delayed,Traffic
819143326,73801,19:34:29,19:39:29,2024-01-10,2024-01-10,5,4.37,On Time,Traffic
3830844750,95930,16:07:31,16:04:31,2023-08-06,2023-08-06,-3,4.35,On Time,
1687314172,86120,19:00:43,19:03:43,2024-03-13,2024-03-13,3,3.7,On Time,Traffic
6756007265,48609,18:37:10,18:42:10,2023-07-27,2023-07-27,5,4.05,On Time,Traffic
489762747,93825,16:52:39,17:18:39,2024-09-27,2024-09-27,26,3.26,Significantly Delayed,Traffic
7509195875,96839,20:11:46,20:14:46,2023-11-26,2023-11-26,3,4.89,On Time,Traffic
2370917070,13883,06:11:42,06:16:42,2023-07-25,2023-07-25,5,2.92,On Time,Traffic
2055388266,80608,06:41:41,06:49:41,2023-06-23,2023-06-23,8,1.43,Slightly Delayed,Traffic
8969304162,67811,15:03:50,15:02:50,2023-10-12,2023-10-12,-1,1.66,On Time,
5412674107,15617,22:00:05,22:02:05,2024-10-06,2024-10-06,2,1.75,On Time,Traffic
1536516619,44378,08:10:28,08:15:28,2023-11-25,2023-11-25,5,2.48,On Time,Traffic
3858907413,29907,18:45:30,18:45:30,2023-07-27,2023-07-27,0,4.53,On Time,
4976389251,89142,10:13:35,10:08:35,2023-09-05,2023-09-05,-5,1.42,On Time,
2218319201,957,03:12:02,03:11:02,2024-11-01,2024-11-01,-1,3.58,On Time,
6729422433,99898,13:55:45,14:01:45,2023-07-19,2023-07-19,6,2.81,Slightly Delayed,Traffic
1354097448,10089,17:53:21,17:55:21,2023-06-21,2023-06-21,2,1.71,On Time,Traffic
8952275304,95373,08:22:32,08:22:32,2024-08-31,2024-08-31,0,1.27,On Time,
436603801,64535,10:14:53,10:11:53,2023-12-28,2023-12-28,-3,3.24,On Time,
5273875984,60888,03:45:44,03:59:44,2023-05-31,2023-05-31,14,0.98,Slightly Delayed,Traffic
9290203003,44829,12:31:55,12:36:55,2024-04-01,2024-04-01,5,1.9,On Time,Traffic
6240982373,16774,03:27:48,03:24:48,2023-04-26,2023-04-26,-3,0.97,On Time,
2718348206,66580,10:37:06,10:33:06,2023-11-08,2023-11-08,-4,2.16,On Time,
4903544026,7486,04:45:41,04:50:41,2024-05-11,2024-05-11,5,4.24,On Time,Traffic
2827266949,24708,08:10:52,08:18:52,2024-09-17,2024-09-17,8,0.86,Slightly Delayed,Traffic
4278423074,23667,05:02:47,05:05:47,2023-12-17,2023-12-17,3,1.71,On Time,Traffic
645916247,98927,03:03:20,03:32:20,2023-10-10,2023-10-10,29,3.22,Significantly Delayed,Traffic
5816647866,84702,05:23:41,05:40:41,2024-09-26,2024-09-26,17,1.15,Significantly Delayed,Traffic
7282397914,26008,01:35:08,01:40:08,2024-07-14,2024-07-14,5,2.19,On Time,Traffic
3260611473,28392,13:54:26,14:12:26,2024-02-06,2024-02-06,18,2.73,Significantly Delayed,Traffic
8638163868,29019,03:41:59,03:46:59,2023-06-07,2023-06-07,5,1.66,On Time,Traffic
177850987,61247,14:25:48,14:22:48,2023-11-07,2023-11-07,-3,2.9,On Time,
9653859166,72058,19:36:51,19:50:51,2023-03-16,2023-03-16,14,0.95,Slightly Delayed,Traffic
9991338690,50037,11:45:33,11:46:33,2024-07-29,2024-07-29,1,2.15,On Time,Traffic
1714593246,11180,10:02:38,10:04:38,2024-10-20,2024-10-20,2,1.89,On Time,Traffic
9742461226,16877,00:43:00,00:40:00,2024-01-01,2024-01-01,-3,1.16,On Time,
3314393477,37197,13:49:56,13:52:56,2024-10-26,2024-10-26,3,4.51,On Time,Traffic
4188317986,48031,01:56:55,02:06:55,2023-03-20,2023-03-20,10,2.74,Slightly Delayed,Traffic
1646665366,59753,19:01:20,19:13:20,2024-07-26,2024-07-26,12,3.22,Slightly Delayed,Traffic
9558804585,32740,12:09:19,12:15:19,2024-03-15,2024-03-15,6,1.81,Slightly Delayed,Traffic
9047652469,27774,03:28:47,03:23:47,2024-08-05,2024-08-05,-5,3.21,On Time,
2893800377,54327,11:57:50,11:53:50,2024-03-22,2024-03-22,-4,4.56,On Time,
6139157985,23927,13:51:26,14:13:26,2024-02-03,2024-02-03,22,1.17,Significantly Delayed,Traffic
6029394789,28593,06:23:14,06:32:14,2023-04-30,2023-04-30,9,2.43,Slightly Delayed,Traffic
5874940276,22218,06:45:42,06:40:42,2024-04-11,2024-04-11,-5,1.62,On Time,
5205211911,38835,18:52:45,19:06:45,2024-09-27,2024-09-27,14,0.86,Slightly Delayed,Traffic
5314758068,68342,00:36:30,00:46:30,2024-02-03,2024-02-03,10,2.53,Slightly Delayed,Traffic
484869710,41598,12:05:42,12:08:42,2023-09-09,2023-09-09,3,4.8,On Time,Traffic
9957728938,64839,21:43:11,21:59:11,2024-08-05,2024-08-05,16,4.11,Significantly Delayed,Traffic
3136056666,60976,03:40:15,03:52:15,2024-04-29,2024-04-29,12,2.35,Slightly Delayed,Traffic
4926104391,13060,08:02:01,08:16:01,2023-10-24,2023-10-24,14,3.91,Slightly Delayed,Traffic
1827844756,78517,11:43:25,11:46:25,2023-04-07,2023-04-07,3,1.67,On Time,Traffic
7032037874,59618,19:17:38,19:17:38,2024-06-13,2024-06-13,0,2.75,On Time,
3779230503,52785,05:30:38,05:29:38,2023-07-11,2023-07-11,-1,2.32,On Time,
3473012553,99684,21:48:26,22:14:26,2024-02-16,2024-02-16,26,3.48,Significantly Delayed,Traffic
7988504487,86506,11:42:09,11:41:09,2024-05-14,2024-05-14,-1,1.73,On Time,
7193792738,91241,15:49:59,15:53:59,2024-06-05,2024-06-05,4,2.36,On Time,Traffic
