"feedback_id","order_id","customer_id","rating","feedback_text","feedback_category","sentiment","feedback_year","feedback_month","feedback_day","day_type","area","customer_segment","orders_time","delivery_status","delivery_time_mins"
"8267419","2889700050","84848018",4,"Average experience, could improve.","Delivery","Neutral","2024","4","30","Weekday","Alappuzha","Regular","16:22","On Time",3
"7168244","65827885","47577193",1,"Product was damaged during delivery.","Delivery","Negative","2023","7","27","Weekday","Dehri","Premium","00:13","On Time",-5
"2482108","4656471694","60728956",3,"Not worth the price I paid.","Customer Service","Negative","2023","12","9","Weekend","Khandwa","Premium","08:08","Slightly Delayed",8
"3769939","6625178717","62068277",2,"Items were missing from my order.","Product Quality","Negative","2023","7","1","Weekend","Hosur","Regular","04:24","Slightly Delayed",13
"9592296","7169557514","84824280",2,"Customer service was not helpful.","Product Quality","Negative","2023","3","21","Weekday","Ongole","Inactive","05:27","Slightly Delayed",12
"1592958","2268306684","66742602",5,"Overall good experience, thank you!","Delivery","Positive","2024","5","28","Weekday","Jalna","New","14:59","On Time",-1
"2088819","6905293278","97259564",3,"It was okay, nothing special.","Delivery","Neutral","2024","6","16","Weekend","Khammam","Premium","10:23","Significantly Delayed",26
"3567003","1769493463","3292927",2,"I had a bad experience.","App Experience","Negative","2024","6","26","Weekday","Rewa","New","07:13","On Time",-5
"2903160","5003387344","26592009",4,"Nothing to complain about, but nothing exceptional.","Delivery","Neutral","2024","6","23","Weekend","Adoni","Premium","10:53","On Time",-5
"7511717","2064484752","89995124",3,"The product met my expectations.","Customer Service","Neutral","2024","5","7","Weekday","Muzaffarpur","Premium","22:42","On Time",-5
"1055307","964822979","88520326",3,"Delivery was late and I was unhappy.","Product Quality","Negative","2024","7","13","Weekend","Asansol","Premium","10:38","On Time",-2
"1477592","6037899648","22738465",3,"Delivery was fine, but the product could be better.","Product Quality","Neutral","2024","3","27","Weekday","Narasaraopet","Inactive","17:44","On Time",4
"7898352","9347571484","29562072",3,"I had a bad experience.","Product Quality","Negative","2024","11","2","Weekend","Hindupur","New","17:15","Slightly Delayed",13
"8804364","3286177534","10225164",3,"The product met my expectations.","Delivery","Neutral","2023","6","25","Weekend","Dehri","Inactive","23:52","On Time",-2
"1208337","9073572548","97111069",4,"The product met my expectations.","Customer Service","Neutral","2023","5","2","Weekday","North Dumdum","Inactive","23:13","Significantly Delayed",22
"4382390","8395583761","1989720",4,"Great prices and fast delivery!","App Experience","Positive","2024","8","4","Weekend","Saharanpur","Inactive","23:35","On Time",-5
"4858018","6355378227","67092149",4,"Overall good experience, thank you!","Customer Service","Positive","2023","8","11","Weekday","Davanagere","Premium","16:52","On Time",-1
"2400571","277376321","89784343",4,"Great prices and fast delivery!","App Experience","Positive","2024","7","28","Weekend","Dibrugarh","Premium","04:25","On Time",-1
"3093140","8559748526","45868300",4,"Average experience, could improve.","App Experience","Neutral","2023","4","5","Weekday","Ratlam","Premium","18:07","On Time",1
"9407783","1458051433","50760752",4,"The product met my expectations.","App Experience","Neutral","2024","4","26","Weekday","Maheshtala","New","09:14","On Time",-4
"1180902","5838302640","96795047",4,"It was okay, nothing special.","App Experience","Neutral","2023","5","12","Weekday","Chittoor","New","05:46","Slightly Delayed",7
"6888502","1380971977","16561710",3,"Delivery was fine, but the product could be better.","Product Quality","Neutral","2024","6","2","Weekend","Baranagar","New","13:04","On Time",-5
"8679241","1221099013","35156679",4,"Nothing to complain about, but nothing exceptional.","Customer Service","Neutral","2023","7","23","Weekend","Etawah","Premium","10:45","On Time",2
"7512781","6771166303","87718744",3,"The order was incorrect.","Product Quality","Negative","2023","7","24","Weekday","Bathinda","Regular","04:21","Slightly Delayed",12
"5356601","7111337755","10524732",4,"Average experience, could improve.","Customer Service","Neutral","2023","5","6","Weekend","Rajahmundry","Regular","05:52","On Time",-3
"9043273","5562922993","62416456",4,"Nothing to complain about, but nothing exceptional.","Product Quality","Neutral","2023","12","6","Weekday","Medininagar","Inactive","02:04","On Time",3
"3470106","5630957897","69925688",4,"Delivery was fine, but the product could be better.","Delivery","Neutral","2024","6","18","Weekday","Nandyal","Inactive","07:17","On Time",4
"5957700","1787380558","5140660",4,"Nothing to complain about, but nothing exceptional.","App Experience","Neutral","2023","11","8","Weekday","Akola","Inactive","17:24","On Time",2
"8956798","32613017","82594354",5,"Excellent quality, will buy again!","Delivery","Positive","2023","3","17","Weekday","Avadi","Regular","00:20","On Time",0
"4843776","2039041670","88324928",4,"Average experience, could improve.","Product Quality","Neutral","2024","11","1","Weekday","Alappuzha","Regular","09:45","Slightly Delayed",15
"8241448","210693801","71235336",3,"Product was damaged during delivery.","Customer Service","Negative","2024","8","21","Weekday","Bokaro","Regular","03:59","On Time",2
"1664531","8120002258","57833505",3,"Nothing to complain about, but nothing exceptional.","Delivery","Neutral","2024","1","1","Weekday","Thrissur","New","00:05","On Time",-4
"4940244","2177917034","12402437",5,"Will definitely order again.","App Experience","Positive","2024","2","8","Weekday","Rajahmundry","New","20:03","Slightly Delayed",9
"7165598","4254814926","59890331",3,"The packaging was poor.","App Experience","Negative","2024","4","21","Weekend","Chennai","Premium","06:14","On Time",-1
"4424806","6074172790","14944819",4,"Good selection of products.","Customer Service","Positive","2023","7","26","Weekday","Anand","Premium","02:15","On Time",4
"2074845","3381573131","67386193",1,"Delivery was late and I was unhappy.","Delivery","Negative","2024","7","16","Weekday","Pali","Regular","00:33","On Time",-5
"417728","3773745777","67701771",4,"It was okay, nothing special.","Customer Service","Neutral","2024","5","2","Weekday","Mathura","Premium","14:40","On Time",0
"5642561","9251939156","89910157",4,"Overall good experience, thank you!","App Experience","Positive","2023","12","30","Weekend","Khandwa","New","12:39","Slightly Delayed",7
"261554","3872982303","15484407",4,"It was okay, nothing special.","Delivery","Neutral","2024","2","3","Weekend","Kakinada","Premium","01:04","On Time",1
"1822011","2625987757","10769994",3,"It was okay, nothing special.","Delivery","Neutral","2023","8","1","Weekday","Begusarai","Regular","07:42","On Time",2
"4763044","3162249401","85519349",4,"Excellent quality, will buy again!","Delivery","Positive","2024","5","3","Weekday","Anand","New","13:21","On Time",0
"5621837","3108986741","49241309",3,"Product was damaged during delivery.","Product Quality","Negative","2023","10","17","Weekday","Gurgaon","Inactive","19:29","On Time",1
"4571579","1851474741","23348269",2,"The order was incorrect.","Product Quality","Negative","2023","11","1","Weekday","Ahmednagar","Inactive","13:29","Slightly Delayed",9
"3853657","2425099132","85016568",4,"Delivery was fine, but the product could be better.","Product Quality","Neutral","2023","8","15","Weekday","Tinsukia","Regular","01:15","On Time",4
"7245923","6706793332","6247821",2,"I had a bad experience.","Delivery","Negative","2024","10","9","Weekday","Panvel","Regular","21:50","Slightly Delayed",12
"2338813","2149289255","57579640",3,"Delivery was late and I was unhappy.","Product Quality","Negative","2024","11","1","Weekday","Siwan","Premium","15:00","Significantly Delayed",19
"2222062","1971008155","2457734",1,"Items were missing from my order.","App Experience","Negative","2023","10","23","Weekday","Ahmednagar","Premium","22:23","On Time",-4
"6813661","2087093460","59329145",4,"Delivery was fine, but the product could be better.","Delivery","Neutral","2024","7","11","Weekday","Gulbarga","Regular","11:31","On Time",-1
"4065309","2116712588","24043135",3,"It was okay, nothing special.","Delivery","Neutral","2023","11","11","Weekend","Bijapur","Inactive","20:33","On Time",3
"3025076","6054358790","59216664",3,"Average experience, could improve.","Product Quality","Neutral","2024","1","26","Weekday","Deoghar","Regular","10:11","On Time",-5
"9329920","532660797","41008070",3,"Delivery was fine, but the product could be better.","Delivery","Neutral","2024","5","20","Weekday","Vijayawada","New","06:25","Slightly Delayed",14
"1307363","1491991005","52215833",3,"Very disappointed with the quality.","Product Quality","Negative","2024","3","4","Weekday","Sirsa","Regular","08:49","On Time",0
"1930153","4136019599","74179536",4,"Excellent quality, will buy again!","App Experience","Positive","2024","3","23","Weekend","Nizamabad","Inactive","18:38","On Time",3
"5614682","2122832513","55028958",1,"Customer service was not helpful.","Customer Service","Negative","2024","2","17","Weekend","Howrah","New","19:48","Significantly Delayed",20
"6784407","3717703595","88965399",4,"Excellent quality, will buy again!","Delivery","Positive","2023","4","24","Weekday","Guntur","Regular","21:33","On Time",-1
"2013422","3194733693","21866852",4,"The product met my expectations.","Product Quality","Neutral","2023","7","5","Weekday","Guwahati","Premium","10:13","Slightly Delayed",7
"344048","4471162437","27971619",4,"It was okay, nothing special.","App Experience","Neutral","2024","2","6","Weekday","Mirzapur","New","12:38","On Time",0
"3089818","1609331948","8791577",3,"It was okay, nothing special.","Product Quality","Neutral","2024","1","4","Weekday","Madhyamgram","Regular","14:06","On Time",0
"5340615","6920030794","70372270",3,"The packaging was poor.","Customer Service","Negative","2024","6","24","Weekday","Ichalkaranji","New","02:37","On Time",-2
"8229982","5127172657","32293017",4,"Overall good experience, thank you!","Product Quality","Positive","2024","6","11","Weekday","Gudivada","Inactive","18:11","Significantly Delayed",20
"2195625","8607115856","15931134",4,"The product met my expectations.","Customer Service","Neutral","2023","10","9","Weekday","Darbhanga","Inactive","04:42","On Time",-3
"4371570","7154957395","60700850",3,"It was okay, nothing special.","App Experience","Neutral","2023","4","9","Weekend","Tezpur","Regular","10:10","On Time",0
"7289033","2070762702","34761418",4,"Excellent quality, will buy again!","Product Quality","Positive","2023","10","4","Weekday","Bhilwara","New","10:20","Slightly Delayed",15
"2978291","3697242439","99361865",3,"Delivery was fine, but the product could be better.","Customer Service","Neutral","2024","10","15","Weekday","Berhampur","New","12:30","On Time",-1
"9074696","3063427913","75984768",4,"Excellent quality, will buy again!","Customer Service","Positive","2023","9","21","Weekday","Guwahati","Regular","02:17","On Time",3
"4994827","2060061337","29272253",1,"Customer service was not helpful.","App Experience","Negative","2023","4","15","Weekend","Kolhapur","New","22:56","Slightly Delayed",12
"1932712","4625892678","80371626",1,"The packaging was poor.","Delivery","Negative","2023","6","18","Weekend","Karimnagar","New","19:23","On Time",4
"5568145","6045698170","666589",5,"Great prices and fast delivery!","Delivery","Positive","2024","1","24","Weekday","Morbi","Regular","17:03","On Time",5
"8266029","7876289647","98858383",4,"The product met my expectations.","Delivery","Neutral","2024","8","7","Weekday","Dehri","Regular","07:55","Slightly Delayed",12
"7621707","3434084714","46836361",4,"Highly recommended!","Product Quality","Positive","2024","2","2","Weekday","Bikaner","Premium","02:54","On Time",-2
"545267","9031695663","94730288",2,"The packaging was poor.","App Experience","Negative","2024","1","17","Weekday","Rampur","Regular","01:23","Slightly Delayed",6
"2056599","1955989715","77862447",4,"Nothing to complain about, but nothing exceptional.","Product Quality","Neutral","2023","12","27","Weekday","Bally","New","06:52","On Time",2
"2265740","3459500455","16379942",4,"Great prices and fast delivery!","Customer Service","Positive","2023","12","18","Weekday","Orai","Inactive","00:37","On Time",2
"2438008","5953376503","79169760",5,"Customer service was very helpful.","Customer Service","Positive","2024","5","25","Weekend","Nagaon","New","03:53","Significantly Delayed",16
"7517891","121874867","94529626",5,"Overall good experience, thank you!","Delivery","Positive","2023","3","28","Weekday","Pudukkottai","New","00:53","On Time",-5
"5506466","2460545397","42872865",3,"The product met my expectations.","Product Quality","Neutral","2024","10","27","Weekend","Bulandshahr","Inactive","11:26","Slightly Delayed",11
"9785308","9690050839","55803572",4,"The product met my expectations.","App Experience","Neutral","2024","1","13","Weekend","Rewa","Premium","02:34","On Time",5
"3562195","2574349065","51547198",4,"Nothing to complain about, but nothing exceptional.","Customer Service","Neutral","2024","4","17","Weekday","Agartala","Premium","14:33","On Time",1
"1736546","2461936988","14428954",5,"Overall good experience, thank you!","App Experience","Positive","2023","7","20","Weekday","Medininagar","Premium","23:11","Significantly Delayed",19
"8067827","6447596416","76987910",4,"Good selection of products.","Customer Service","Positive","2023","10","8","Weekend","Shahjahanpur","Inactive","18:18","On Time",-4
"5597699","7228452275","42262168",2,"Product was damaged during delivery.","App Experience","Negative","2023","5","13","Weekend","Avadi","Regular","01:06","On Time",0
"7041781","6696750742","5277675",5,"Overall good experience, thank you!","App Experience","Positive","2023","4","2","Weekend","Ghaziabad","Premium","17:43","On Time",0
"2333633","822235931","44410149",4,"Delivery was fine, but the product could be better.","Customer Service","Neutral","2023","8","9","Weekday","Pondicherry","New","07:17","Slightly Delayed",15
"8661092","7678251499","17805991",2,"Taste was not as expected.","Product Quality","Negative","2023","4","23","Weekend","Dhule","New","13:27","On Time",5
"6765334","2497341976","9097480",1,"Not worth the price I paid.","App Experience","Negative","2023","9","21","Weekday","Bihar Sharif","Premium","09:06","On Time",1
"1452437","9107314128","79591237",2,"I had a bad experience.","App Experience","Negative","2024","5","20","Weekday","Thane","Premium","16:19","On Time",-1
"1280305","9855726256","8651281",4,"Excellent quality, will buy again!","App Experience","Positive","2023","5","17","Weekday","Ranchi","Premium","07:50","On Time",-2
"2395160","9398719862","14991661",1,"Customer service was not helpful.","Delivery","Negative","2024","7","19","Weekday","Chandrapur","New","09:22","On Time",4
"5664217","379494532","9650263",5,"Very happy with the service!","Customer Service","Positive","2024","7","7","Weekend","Gandhidham","New","13:29","On Time",2
"9261384","1048784963","58942207",4,"Nothing to complain about, but nothing exceptional.","Product Quality","Neutral","2023","9","7","Weekday","Patna","Regular","13:18","On Time",-5
"2930893","4386246924","69632084",3,"Very disappointed with the quality.","Delivery","Negative","2024","8","27","Weekday","Etawah","Premium","10:06","Significantly Delayed",26
"7046969","2050362692","79991320",3,"The product met my expectations.","Customer Service","Neutral","2024","10","30","Weekday","Kumbakonam","New","11:23","On Time",3
"29533","4142963293","34567918",4,"Nothing to complain about, but nothing exceptional.","Product Quality","Neutral","2024","11","3","Weekend","Latur","Inactive","03:45","On Time",3
"5840376","9753528654","61522288",3,"The product met my expectations.","Product Quality","Neutral","2024","7","26","Weekday","Tiruppur","New","07:24","On Time",-2
"1755551","8126970833","14161586",4,"Average experience, could improve.","Delivery","Neutral","2024","9","14","Weekend","Bettiah","Premium","20:27","Significantly Delayed",26
"6078718","9747814712","16359370",5,"Overall good experience, thank you!","Product Quality","Positive","2023","12","16","Weekend","South Dumdum","Premium","15:38","On Time",3
"6559425","6281619403","77921718",5,"Overall good experience, thank you!","Customer Service","Positive","2023","4","9","Weekend","Thrissur","Premium","18:56","On Time",-5
"4075651","436184281","78614729",2,"Taste was not as expected.","App Experience","Negative","2023","11","20","Weekday","Tiruvottiyur","New","12:36","Significantly Delayed",27
"4329893","9799231260","22077605",4,"Nothing to complain about, but nothing exceptional.","Customer Service","Neutral","2024","3","7","Weekday","Aligarh","Inactive","08:59","On Time",4
"6376860","4071811527","66023110",4,"Will definitely order again.","Customer Service","Positive","2023","7","26","Weekday","Kottayam","New","15:38","Slightly Delayed",9
"4848501","5645359563","87160527",2,"Delivery was late and I was unhappy.","App Experience","Negative","2024","8","8","Weekday","Bulandshahr","New","23:28","On Time",-5
"3953251","9411813703","62600289",3,"Items were missing from my order.","Delivery","Negative","2023","9","25","Weekday","Udaipur","Inactive","22:56","On Time",5
"9293552","4270217473","54580166",4,"The product met my expectations.","Customer Service","Neutral","2024","2","1","Weekday","Silchar","Regular","08:48","On Time",0
"9483364","279851011","12967305",3,"Average experience, could improve.","Delivery","Neutral","2023","4","11","Weekday","Durg","New","09:45","On Time",-1
"5154122","6260524887","57081917",5,"Great prices and fast delivery!","Delivery","Positive","2024","6","1","Weekend","Howrah","Inactive","06:43","On Time",-4
"1883777","5853998391","94453274",3,"Very disappointed with the quality.","Delivery","Negative","2023","9","8","Weekday","Aurangabad","Regular","02:48","On Time",-3
"4156770","9931976872","8955057",2,"Delivery was late and I was unhappy.","Delivery","Negative","2024","6","24","Weekday","Bhubaneswar","Regular","05:17","On Time",-4
"6999355","8432209832","90346920",4,"Delivery was fine, but the product could be better.","Delivery","Neutral","2024","3","20","Weekday","Satara","New","03:24","Slightly Delayed",12
"8680329","6023721507","8791577",4,"Nothing to complain about, but nothing exceptional.","Customer Service","Neutral","2024","4","7","Weekend","Madhyamgram","Regular","00:19","On Time",-1
"3483069","3042338919","76212152",3,"It was okay, nothing special.","Delivery","Neutral","2023","5","17","Weekday","Agra","Premium","14:52","On Time",-3
"3662619","233646065","16379942",4,"Average experience, could improve.","Delivery","Neutral","2023","9","19","Weekday","Orai","Inactive","22:28","On Time",5
"4364701","9870610018","94033330",2,"Customer service was not helpful.","Product Quality","Negative","2024","2","8","Weekday","Visakhapatnam","Regular","05:23","On Time",-1
"4844693","1398230967","46876240",1,"The packaging was poor.","App Experience","Negative","2024","4","22","Weekday","Vijayanagaram","Premium","09:58","On Time",-4
"1300567","8615488922","92209869",4,"Very fresh and well-packaged.","Product Quality","Positive","2023","11","4","Weekend","Jhansi","Regular","00:06","Significantly Delayed",21
"5430155","2748841057","33544355",3,"The product met my expectations.","Delivery","Neutral","2023","12","30","Weekend","Sri Ganganagar","Premium","05:03","Significantly Delayed",24
"3233069","1375867721","4862761",1,"Customer service was not helpful.","Delivery","Negative","2024","7","15","Weekday","Eluru","Premium","16:57","On Time",-3
"3246894","8595141097","96511007",4,"Will definitely order again.","Product Quality","Positive","2024","3","31","Weekend","Dindigul","New","10:24","On Time",3
"6084184","4673382071","21784094",3,"Average experience, could improve.","Delivery","Neutral","2024","1","16","Weekday","Bareilly","Regular","13:25","Slightly Delayed",9
"8458237","2948696008","51872499",2,"Customer service was not helpful.","Customer Service","Negative","2024","4","10","Weekday","Bareilly","Premium","10:05","On Time",-3
"5909067","6839692624","64497538",1,"I had a bad experience.","Delivery","Negative","2023","11","19","Weekend","Bongaigaon","Premium","01:53","Significantly Delayed",25
"929702","5770951298","75510747",5,"Items were in perfect condition.","Delivery","Positive","2023","10","2","Weekday","Fatehpur","New","18:09","On Time",-2
"6892019","5084771819","6344345",4,"The product met my expectations.","App Experience","Neutral","2024","8","29","Weekday","Burhanpur","Premium","21:54","Slightly Delayed",13
"6001815","422403644","56548063",2,"The packaging was poor.","App Experience","Negative","2023","5","27","Weekend","Thanjavur","New","23:26","Slightly Delayed",8
"3856968","7176758896","18394558",4,"It was okay, nothing special.","Delivery","Neutral","2023","7","13","Weekday","Bareilly","Regular","12:50","On Time",1
"7342761","8252905093","42589311",5,"Great prices and fast delivery!","Customer Service","Positive","2024","4","21","Weekend","Dehradun","Regular","23:13","On Time",1
"6301325","1488561572","75928073",4,"Delivery was fine, but the product could be better.","App Experience","Neutral","2024","8","27","Weekday","Udupi","Inactive","08:18","On Time",-1
"175550","6212984517","72702075",4,"Will definitely order again.","Customer Service","Positive","2024","3","16","Weekend","Jalna","Regular","21:47","On Time",-2
"3584525","6309784337","26250082",2,"Delivery was late and I was unhappy.","Delivery","Negative","2024","5","6","Weekday","Arrah","New","17:37","On Time",0
"4434255","4613890018","53538932",4,"Nothing to complain about, but nothing exceptional.","Delivery","Neutral","2023","10","24","Weekday","Thoothukudi","Premium","12:43","On Time",0
"2332501","3429728472","64017365",3,"Delivery was fine, but the product could be better.","Delivery","Neutral","2023","3","31","Weekday","Delhi","Premium","08:31","Slightly Delayed",9
"529507","267738904","63368244",5,"Overall good experience, thank you!","Product Quality","Positive","2023","10","24","Weekday","Danapur","New","23:10","Slightly Delayed",14
"3049810","3850416839","57081917",4,"Average experience, could improve.","App Experience","Neutral","2024","7","1","Weekday","Howrah","Inactive","02:05","Slightly Delayed",13
"5808553","3412702479","86479284",4,"Overall good experience, thank you!","App Experience","Positive","2023","12","24","Weekend","Davanagere","Premium","07:32","On Time",5
"2917013","2016183232","44928499",4,"Excellent quality, will buy again!","Customer Service","Positive","2023","7","19","Weekday","Ramgarh","New","04:15","Slightly Delayed",11
"1159860","3810280204","84361534",4,"Delivery was fine, but the product could be better.","App Experience","Neutral","2023","10","26","Weekday","Narasaraopet","Regular","17:52","On Time",4
"8809496","2416767295","767523",3,"The packaging was poor.","Customer Service","Negative","2024","7","5","Weekday","Vasai-Virar","Inactive","03:36","Slightly Delayed",9
"2694712","2283439407","46623192",2,"Delivery was late and I was unhappy.","Delivery","Negative","2023","7","14","Weekday","Nizamabad","New","02:18","On Time",4
"7498417","4328802292","9738801",4,"Average experience, could improve.","Delivery","Neutral","2023","6","14","Weekday","Nellore","Inactive","19:43","Significantly Delayed",18
"3262730","7072715691","74195536",4,"Average experience, could improve.","Delivery","Neutral","2023","12","25","Weekday","Amaravati","Premium","19:14","On Time",1
"6773414","5640741373","90298394",3,"I had a bad experience.","Delivery","Negative","2024","5","10","Weekday","Bhilwara","Regular","06:46","On Time",0
"7171637","6931094066","17159117",3,"Average experience, could improve.","Product Quality","Neutral","2023","11","15","Weekday","Karawal Nagar","Premium","21:59","On Time",-4
"3283932","3417088709","62629494",4,"Will definitely order again.","Product Quality","Positive","2024","5","30","Weekday","Jorhat","Premium","17:24","Significantly Delayed",21
"8199864","4424404315","9274874",4,"Overall good experience, thank you!","Product Quality","Positive","2023","7","16","Weekend","Arrah","Regular","07:24","On Time",4
"945453","2444087306","56250563",5,"Items were in perfect condition.","Delivery","Positive","2023","7","28","Weekday","Jabalpur","Premium","08:25","On Time",2
"5730680","486085268","51040116",5,"Items were in perfect condition.","Customer Service","Positive","2023","12","11","Weekday","Berhampur","Regular","19:39","On Time",5
"113770","1731312620","49795571",3,"Delivery was fine, but the product could be better.","Customer Service","Neutral","2023","5","8","Weekday","Loni","Premium","20:32","On Time",-1
"8086727","6475582506","82529927",5,"Very happy with the service!","Delivery","Positive","2023","9","23","Weekend","Chinsurah","Inactive","04:50","On Time",4
"3180619","1868581378","93198324",2,"Items were missing from my order.","Product Quality","Negative","2024","3","29","Weekday","Thane","Inactive","18:27","On Time",4
"5525089","8884235937","20298398",5,"Very fresh and well-packaged.","Product Quality","Positive","2024","8","9","Weekday","Ahmednagar","New","11:51","Slightly Delayed",8
"478239","4590662628","87200291",3,"Not worth the price I paid.","Customer Service","Negative","2024","1","10","Weekday","Ichalkaranji","Inactive","11:48","Slightly Delayed",15
"2088092","992302540","32203588",2,"The packaging was poor.","Delivery","Negative","2023","11","26","Weekend","Berhampur","Premium","21:32","On Time",3
"4421485","7169974633","59110513",4,"Delivery was fine, but the product could be better.","Delivery","Neutral","2024","10","16","Weekday","Raebareli","Inactive","16:03","On Time",-1
"3129645","6703651257","93198324",2,"Delivery was late and I was unhappy.","Delivery","Negative","2024","1","17","Weekday","Thane","Inactive","01:26","On Time",3
"8616443","7180810221","20940403",3,"It was okay, nothing special.","Delivery","Neutral","2023","9","10","Weekend","Dhule","Premium","16:44","Slightly Delayed",9
"1002741","7875587578","60967677",1,"Delivery was late and I was unhappy.","Customer Service","Negative","2024","7","15","Weekday","Agartala","Premium","08:47","Slightly Delayed",10
"5232827","2578671497","76218218",4,"It was okay, nothing special.","Product Quality","Neutral","2024","1","25","Weekday","Etawah","Inactive","00:04","On Time",5
"716244","6284350691","57207678",4,"Overall good experience, thank you!","Product Quality","Positive","2024","6","20","Weekday","Chandrapur","New","01:00","On Time",0
"1801673","5383261788","34588087",4,"Delivery was fine, but the product could be better.","Product Quality","Neutral","2023","10","18","Weekday","Shimla","New","21:18","On Time",-4
"4393080","6590867973","56441247",5,"Items were in perfect condition.","Product Quality","Positive","2023","11","20","Weekday","Meerut","Premium","08:37","On Time",-1
"9347337","8787105023","81822935",4,"Excellent quality, will buy again!","Delivery","Positive","2024","5","7","Weekday","Nanded","Regular","22:54","On Time",3
"6585928","1402916311","14275043",5,"Good selection of products.","Customer Service","Positive","2024","4","23","Weekday","Bhilwara","New","12:52","On Time",4
"4929568","9715205272","52409516",2,"Items were missing from my order.","Product Quality","Negative","2024","10","21","Weekday","Jabalpur","Inactive","21:55","On Time",2
"6959173","3946852375","96253172",3,"Customer service was not helpful.","Product Quality","Negative","2024","7","4","Weekday","Berhampur","Inactive","12:26","On Time",0
"7611885","3367039425","86050297",3,"It was okay, nothing special.","App Experience","Neutral","2024","3","10","Weekend","Sikar","Inactive","03:46","On Time",2
"1795388","687711388","52757321",5,"Great prices and fast delivery!","App Experience","Positive","2024","2","2","Weekday","Bulandshahr","New","10:13","Slightly Delayed",12
"6105898","647012431","34281470",2,"Not worth the price I paid.","Customer Service","Negative","2024","6","16","Weekend","Kharagpur","Premium","13:11","Significantly Delayed",18
"2468637","7143278295","50557979",5,"Great prices and fast delivery!","Product Quality","Positive","2024","2","13","Weekday","Khammam","Premium","15:28","On Time",-4
"1423073","9736844695","31978160",5,"Will definitely order again.","Delivery","Positive","2024","4","9","Weekday","Saharanpur","New","20:00","On Time",-5
"4632185","5933289680","5751638",3,"Not worth the price I paid.","Product Quality","Negative","2023","12","7","Weekday","Aligarh","New","04:30","Significantly Delayed",20
"4420247","9494303116","98858383",4,"Will definitely order again.","Product Quality","Positive","2024","7","21","Weekend","Dehri","Regular","10:44","On Time",5
"4072221","9337878102","9987182",3,"Average experience, could improve.","Delivery","Neutral","2023","5","16","Weekday","Darbhanga","Regular","03:51","On Time",-4
"7824497","6872621077","77128325",3,"Taste was not as expected.","Customer Service","Negative","2023","9","14","Weekday","Satna","Regular","18:19","On Time",-5
"4309566","7330237253","28428852",3,"Average experience, could improve.","Product Quality","Neutral","2023","12","7","Weekday","Mira-Bhayandar","Inactive","12:22","On Time",-1
"701482","7942616242","33685414",2,"Delivery was late and I was unhappy.","Product Quality","Negative","2023","9","30","Weekend","Miryalaguda","Regular","08:07","Significantly Delayed",25
